class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,504872,0,na,na,0,0,0,0,76686,2144078,6449872,10048520,3526978,559554,47060,19806,12827950,0,0,na,1638240,2168578,23693070,23087716,3690136,1466924,na,0,0,0,2050,556,0,0,0,0,0,2,671988,16911088,5289476,0,59482,25790,31404,92770,1727742,18899510,1534720,501136,0,0,7134956,5241582,3053316,1759278,1267514,920892,722834,597002,322642,1852538,29031158,na,na,3598,524,12827950,317850,1771704,1874480,132420,135220,165180,150540,143240,153380,168560,166200,153040,504872.82,29031158,29031158,na,160131.0,na,na,1110800,na,1209600,460092,na,na,na,24754670.4,0,2825708.16,582,4744,8118,124266,881796,2037410,5234418,4889918,3473566,2932410,2532624,758028,na,na,29031158,0,27506,3948,1297726,831830,708708,16127584,3756710,118276,262,4,648,5286,21420950,8500122,342,131556,0,0,22622312,19592,na,na,na,na,na,na,na,na,na,221702,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8366,2411674,2178886,1717968,1167660,2540398,1514482,3449402,7828604,63480,0,na,na
neg,32242,0,358,306,0,0,0,0,0,29642,1444592,1000016,204486,21396,38,0,1208762,0,34,0,35226,52802,2259112,2019486,519098,246242,8,0,0,0,2668,254,0,0,0,0,0,0,0,134,2700036,0,2530,182,214,260,1286,2628116,58750,8832,0,0,1119048,649062,292298,207768,112862,73580,58494,44904,22578,119576,2813568,1490,986,1120,4,1208762,43452,198412,317760,206620,229940,na,na,na,na,na,na,80000,32241.63,2813568,2813568,2802198,12221.0,1174,37966,391860,2700728,1209600,87560,0,96,0,1989912,40212.48,668162.88,8,418,0,5728,160102,688560,743498,450860,300106,303742,43984,3590,522,534,2813568,0,2816,224,400016,325072,149250,1513820,301898,6914,160,0,236,488,1667626,558618,0,8406,0,0,2007662,2976,2094,0,0,5770,43244,0,0,0,0,19980,7044,1058,0,0,87000,12712,783880,86834,0,0,0,0,2241650,676,542,735748,545322,343702,131232,147902,126974,334484,329500,5128,178,0,0
neg,38932,na,186,170,0,0,0,0,0,0,19546,451052,1835422,251516,9274,378,1154158,0,0,0,0,0,2236390,1821276,548510,355436,0,0,1182,0,442,144,0,0,0,0,0,61132,1624756,642916,238384,0,2122,1116,2420,84814,1641636,829160,5920,0,0,0,916754,656232,307874,223620,161078,110342,100658,89860,770,0,2785388,932,526,2672,2,1154158,40980,314670,232562,239080,231640,na,na,na,na,na,na,73080,38931.2,2785388,2785388,2782102,14928,100748,32850,360660,2567188,1209600,88178,2,96,0,2315147.52,0,250200.96,0,0,0,0,0,73222,665376,1446814,359302,18106,4192,176,24,34,2785388,na,3648,482,15460,157152,61104,1673544,631580,24158,60,0,310,544,1851636,84226,0,4118,0,60,2337116,1860,236,0,0,0,0,0,0,0,0,22640,21250,5470,0,0,92822,18092,1335200,352074,0,0,0,0,314310,1291.38,1134,267838,434650,347266,237464,741646,494504,8340,9308,21236,4936,0,0
neg,78378,na,800,784,0,0,0,0,0,0,7190,147796,3788776,1572896,47716,34,2497322,0,0,0,0,0,4918894,4250092,877734,531156,0,0,0,0,442,118,0,0,0,0,0,3350,175440,1195268,4190350,0,4198,1120,1858,37458,4463508,1054910,1356,0,0,0,2090900,1623574,728856,429450,283632,209502,197490,1004,0,0,5798072,0,72,24,32,2497322,77086,353162,522394,176260,180860,181300,176020,na,na,na,na,149000,78377.32,5798072,5798072,5796068,21139.0,244,86116,944260,5564408,1209600,249190,0,152,0,4858172.16,0,700833.6,0,0,0,0,0,76330,761688,3327708,1281022,98694,17708,1258,488,500,5798072,na,10158,1380,4788,458268,300796,4267774,515706,5538,0,0,1048,270,4910792,14036,0,754,0,36,4934496,7444,484,0,0,0,0,0,0,0,0,39348,50070,9260,0,0,325082,47792,83180,9170,0,0,0,0,93900,2890.7,3178,739160,1253138,874120,459024,914628,567128,345252,177982,225120,8856,0,0
neg,878,na,48,44,0,0,0,0,0,0,82,49808,13752,3486,0,0,20692,0,0,0,0,0,65478,60052,16092,2552,0,0,0,0,24,12,0,0,0,0,0,0,41348,22314,3462,0,3628,80,76,156,14606,48578,0,0,0,0,33370,24610,5766,1308,934,202,644,288,0,0,81600,2,2,580,0,20692,644,11270,4768,na,na,na,na,na,na,na,na,15760,878.57,81600,81600,84770,224,28,7950,81280,67142,1209600,1492,0,2,0,46514.88,0,17036.16,0,40,0,0,0,32938,29152,4112,692,190,40,0,0,6,81600,na,3658,32,42,2914,2260,11988,44572,1610,46,0,60,18,45430,31968,0,18,0,0,47484,102,40,0,0,0,0,0,0,0,0,404,40,4,0,0,628,160,3040,772,26796,178,0,0,0,95.96,94,21242,7308,1692,584,2306,33676,312,4,0,0,0,0
neg,10982,2,2130706432,50,0,0,0,0,0,0,364452,436286,24542,0,0,0,82308,0,0,0,2728,4528,765656,662048,280924,79374,0,0,0,0,22,58,0,0,0,0,0,0,1984,188712,634584,0,5134,5278,6292,7196,11298,790082,0,0,0,0,352270,214032,138936,64742,23690,12034,7988,6470,3738,1380,1049716,746,72,746,8,82308,9910,154204,126142,na,na,na,na,na,na,na,na,277460,10982.41,1049716,1049716,1037582,3282,0,103088,1045600,826536,1209600,40666,8,70,0,688942.08,0,134040,288,1032,0,0,136700,547222,129348,7852,2496,1208,452,2,4,16,1049716,0,3784,532,92114,46712,30324,537888,103114,10636,176,0,38,98,708940,296054,0,64,0,0,709362,1798,408,0,0,0,0,0,0,0,0,11110,910,184,943790,124808,31896,4286,4361080,435984,919444,7592,0,0,0,15.92,1282,145294,197928,95614,25868,47926,193118,103780,15186,566,0,0,0
neg,82178,na,644,578,0,0,0,0,0,48,161976,1725052,2655760,455782,14548,642,2309058,0,0,0,4532,10030,4401916,3722970,963876,591274,0,0,0,0,1274,358,0,0,0,0,0,152488,2616860,1806832,437628,0,2756,630,1508,237592,3297824,1463466,10032,0,0,0,1540894,1429126,462286,334926,259776,218004,331076,434298,3422,0,5371074,1248,1944,1684,20,2309058,76272,544192,415872,213000,174960,228880,209940,na,na,na,na,128700,82177.67,5371074,5371074,5369278,32631.0,26448,47112,523640,5013808,1209600,178772,0,54,0,4464529.92,0,546400.32,0,0,0,0,24876,688354,2142144,1884698,255438,14856,3184,258,422,468,5371074,na,6498,942,85074,229412,202506,2549656,1877522,61354,842,2,966,924,4325566,590200,0,5638,0,22,4493140,2674,710,0,0,0,0,0,0,0,0,38490,87328,16174,0,0,191452,29594,374340,109994,0,0,0,0,14854620,1712.04,1918,577710,823176,607268,317364,648232,681628,535410,309826,479874,33320,0,0
neg,76,0,2130706434,66,0,0,0,0,0,0,28,3558,11442,790,0,0,2982,0,0,0,0,0,12038,6650,24102,2090,0,0,0,0,14,56,0,0,0,0,0,0,0,0,15818,0,224,90,310,1038,404,13752,0,0,0,0,11214,2176,918,342,318,98,484,102,130,36,36170,2,12,26,0,2982,410,17170,6616,na,na,na,na,na,na,na,na,23600,75.55,36170,36170,37530,49.0,12,3394,35660,15926,1209600,1070,2,10,0,7896.96,0,6838.08,6,42,0,0,0,1024,9926,4662,178,28,0,0,0,4,36170,0,1266,52,40,1002,658,3980,7850,950,20,0,46,116,8642,1034,0,16,0,0,8890,110,116,0,0,0,0,0,0,0,0,532,0,0,660,66,240,72,31300,3186,7196,68,0,0,0,1.48,106,8448,4426,986,256,482,680,226,314,0,0,0,0
pos,121166,na,10044,na,0,0,0,0,0,28064,3447262,6838768,5501646,402770,7926,0,7387296,169982,0,0,232548,580478,11696386,8050060,5833822,3257318,0,0,0,0,207284,18738,3108720,1531114,753414,913586,809372,926094,1522160,2257586,4404390,0,39776,31318,52540,1429386,8487728,6182760,2928,0,0,0,9664998,2780076,1507932,955002,578738,371202,248282,105606,13510,1090,17768638,780,800,1112,930,7387296,343312,2780954,3032424,407660,442940,476600,407140,398500,367200,396680,405900,275240,121166.38,17768638,17768638,17392746,59442,513870,39574,780160,16226436,1209600,0,na,na,na,13356534.72,0,2840713.92,na,na,0,0,411262,3165684,7524036,4487082,549446,73474,15030,422,na,1814,17768638,na,25070,5844,1409830,1307188,3329544,8718190,1411540,19230,0,0,na,na,na,na,na,na,na,na,na,20252,558,0,0,0,0,0,0,0,0,253422,10590,3052,45305816,7018666,542810,109054,54461360,6548958,5971396,269798,0,0,70369220,na,na,2976076,8914848,2773662,535560,753566,224744,33244,9670,5052,14,0,0
neg,40406,na,68,64,0,0,0,0,0,0,51122,1444368,1049270,41566,0,0,1169860,0,0,0,0,0,2329006,2000908,432230,263584,0,0,0,0,76,26,0,0,0,0,0,124384,1770692,368888,322362,0,2194,374,630,21374,1464656,1084272,12826,0,0,0,952156,612142,238566,184076,197450,301736,100200,0,0,0,2761896,0,606,728,2,1169860,32270,245246,184850,184700,175800,na,na,na,na,na,na,64980,40405.14,2761896,2761896,2753492,14823.0,22892,29886,335300,2586326,1209600,77270,0,52,0,2339069.76,0,244906.56,0,0,0,0,1724,422576,1309884,763934,73014,10974,3818,402,14,20,2761896,na,4538,760,10520,151986,67284,1479470,831172,39954,640,2,130,114,470544,229592,0,5650,0,32,2357770,2080,138,0,0,0,0,0,0,0,0,19108,26450,5938,0,0,86836,10956,6182520,741834,0,0,0,0,1353360,1577.68,1448,267158,430048,346500,197682,544380,511180,182858,72434,34044,42,0,0
neg,19068,0,442,396,0,0,0,0,0,0,87974,1498664,573232,52316,60,0,927816,0,0,0,242,800,2098062,1964484,202420,114610,0,0,0,0,160,272,0,0,0,0,0,0,0,248898,1963348,0,1490,300,470,710,972,226468,1981836,0,0,0,1298724,390090,221430,104562,71160,63462,57948,4826,44,0,2300994,34,54,776,4,927816,25518,90674,111352,122060,na,na,na,na,na,na,na,77360,19067.37,2300994,2300994,2295706,5473.0,0,107848,1087900,2213350,1209600,82702,2,84,0,1366879.68,491755.2,351759.36,0,140,0,0,2570,130752,545072,998304,389800,140286,5392,70,0,18,2300994,0,3378,314,634,635072,207556,722608,634252,8432,0,0,316,352,1388870,237972,0,62,0,0,1389704,3164,1024,0,0,1390,493106,0,0,0,0,10158,0,0,0,0,0,0,0,0,2287914,2244,0,8,0,981.18,772,875000,522126,259198,97200,95038,42794,71214,249478,198,0,0,0
neg,30598,na,1096,878,0,0,0,0,0,0,126350,1486000,259298,14496,0,0,837734,0,0,0,2142,3402,1804134,1619732,375764,145054,0,0,0,0,440,1442,0,1176,11198,7250,10310,19758,145994,1027328,663130,0,1448,276,456,632,4478,1878844,10,0,0,0,600678,687890,297496,119408,60478,42974,51862,25358,0,0,2182542,284,98,902,0,837734,21486,228304,146898,261020,na,na,na,na,na,na,na,110560,30598.56,2182542,2182542,2201128,8941.0,51650,94620,968060,1886144,1209600,51940,2,44,0,1602099.84,12314.88,270093.12,0,476,0,0,15574,995272,722386,135906,13082,3218,706,0,230,236,2182542,na,2754,456,2368,194558,58250,1039624,565428,22600,106,0,860,3418,957346,129970,0,3778,0,18,1625526,1940,492,0,0,190,12526,0,0,0,0,10590,7186,1702,2331290,339556,36936,8164,3901340,502296,1647644,10418,0,0,5763850,997.54,994,299706,261442,117230,60918,166504,328580,421626,221894,8244,0,0,0
neg,418066,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,418065.42,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
neg,84662,0,350,0,0,0,0,0,0,182186,2585508,2227518,745292,67918,0,0,2673386,0,0,0,91972,118780,5760308,5460340,969810,280776,0,0,0,0,478,1278,0,0,0,0,0,0,108046,1884178,3816198,0,11096,2740,4178,4492,5526,76114,5562892,129406,11976,2,1781658,1627828,952964,554976,452780,330376,103870,3956,14,0,6824172,1918,1174,606,4,2673386,67612,713742,253574,146640,192380,178060,177040,197640,na,na,na,62220,84662.66,6824172,6824172,6784942,19497.0,7142,72202,757920,5816544,1209600,233188,0,0,0,5178854.4,0,626448.96,20,1502,0,8346,444164,1058896,1514630,1501824,956622,309462,14210,268,0,346,6824172,0,16216,2086,182030,585710,342868,3890640,769900,18972,0,0,0,0,0,0,0,0,0,0,0,6682,1870,0,0,0,0,0,0,0,0,33210,0,0,0,0,0,0,0,0,0,0,0,0,1605760,6869.96,4334,695970,1171658,1055950,475380,768420,431626,586394,615888,7122,14,0,0
neg,80370,na,2130706432,218,0,0,0,0,0,0,23360,456648,2521188,1399792,62844,7618,1838766,0,0,0,0,0,3844292,3094516,975382,633420,0,0,2862,0,834,178,0,0,0,0,0,86,2096506,2374856,2,0,2818,1122,2816,3518,44480,4414744,1952,0,0,0,1149286,1098392,355746,281932,266908,266800,412250,636806,3330,0,4820826,90,80,548,26,1838766,54498,537654,431444,236240,280880,240300,na,na,na,na,na,206280,80369.25,4820826,4820826,4795686,36075.0,8354,110936,1179440,4471450,1209600,115302,2,70,0,4018931.52,0,449230.08,4,802,0,0,0,96760,965740,2083190,1221172,96216,7940,432,2,6,4820826,na,7298,972,86738,223924,146972,2057870,1893244,54088,344,0,324,626,3999602,90292,0,113986,0,42,4051258,2704,266,0,0,0,0,0,0,0,0,36018,65056,29952,0,0,103686,18080,7396180,827414,0,0,0,0,2517350,1944.66,2136,483762,671302,390900,206088,442826,480994,392608,322466,939274,141230,0,0
neg,120,0,18,8,0,0,0,0,0,0,1236,27420,1986,0,0,0,11980,0,40,0,112,384,34068,26410,26358,1518,0,0,0,0,30,10,0,0,0,0,0,0,0,0,30642,0,1470,20,22,30,78,29022,0,0,0,0,24666,3628,860,394,550,374,160,10,0,0,60602,0,4,2,0,11980,644,18872,7390,na,na,na,na,na,na,na,na,25800,120.47,60602,60602,58266,79.0,24,5644,59880,30758,1209600,1188,0,6,0,11507.52,4529.28,13516.8,0,50,0,0,426,13080,15670,1032,414,20,0,0,4,14,60602,0,1418,52,1766,330,3370,11288,11114,1194,110,0,12,8,11540,242,0,22,0,0,13360,242,78,0,0,30,4552,0,0,0,0,554,0,0,0,0,626,152,420,84,0,0,0,0,0,227.24,148,20332,6246,1690,130,100,54,72,2018,0,0,0,0
neg,38738,na,2130706432,722,0,0,0,0,0,0,338,176544,1961198,683866,36994,2728,1346352,26898,0,0,0,0,2349438,1799230,713638,463426,0,0,0,0,1960,426,0,0,0,0,0,95864,1792696,792380,180728,0,2120,526,816,1424,90456,2765528,798,0,0,0,838198,751378,269338,225386,207494,183248,228464,158162,0,0,3063818,134,248,480,6,1346352,50492,299002,409506,256100,281460,na,na,na,na,na,na,167840,38737.57,3063818,3063818,3050568,19216,462,58090,636240,2861668,1209600,89174,2,100,0,2399617.92,0,459397.44,0,678,0,0,0,4892,943622,1368332,508380,29746,6150,546,6,10,3063818,na,4910,572,42398,275120,202942,2048180,274562,12738,246,0,1190,1364,2381478,40212,0,39848,0,220,2428254,2510,218,0,0,0,0,0,0,0,0,37936,33190,14280,0,0,51208,10260,8284580,832396,0,0,0,0,0,1215.82,1522,479502,581696,443166,225874,470638,352010,168116,71916,67758,992,0,0
neg,2322,na,192,158,0,0,0,0,0,0,224,56810,70744,30180,0,0,70382,0,0,0,0,0,147560,135616,20220,8154,0,0,0,0,354,556,0,0,0,0,0,9752,117084,8176,22946,0,188,62,78,140,17664,139746,80,0,0,0,86500,50198,14390,5198,1152,388,118,14,0,0,167816,2,4,378,0,70382,1988,10510,9662,na,na,na,na,na,na,na,na,19800,2321.97,167816,167816,173880,507.0,0,16506,167360,157958,1209600,3614,0,2,0,135849.6,0,21944.64,0,0,0,0,0,10882,96870,47720,1938,508,40,0,0,6,167816,na,300,54,1220,17060,6276,74310,57108,1610,20,0,262,1848,136404,45418,60,0,0,0,138230,146,24,0,0,0,0,0,0,0,0,840,634,208,0,0,4514,1088,1000,100,0,0,0,0,1321980,137.72,98,24032,21958,20404,12504,30374,46210,2212,242,22,0,0,0
neg,39430,na,1218,960,0,0,0,0,0,0,9344,665644,1425540,354946,21364,568,1180102,0,0,0,0,0,2265494,1989010,394074,221924,0,0,0,0,590,2576,0,0,0,0,0,59770,1412770,456986,547880,0,1938,842,1156,10888,1255278,1206712,592,0,0,0,826900,639600,229966,191480,176308,177592,216406,19154,0,0,2660110,144,618,360,2,1180102,33050,211056,180396,151160,206160,na,na,na,na,na,na,31000,39430.21,2660110,2660110,2661240,14537.0,170,20324,234020,2477406,1209600,73754,2,132,0,2169760.32,0,305665.92,0,0,0,0,0,163010,1046156,997874,255776,12470,2098,22,10,22,2660110,na,3884,494,25212,169708,115768,1730496,410020,21544,280,0,1252,8006,2178848,153956,0,41800,0,32,2198528,2032,306,0,0,0,0,0,0,0,0,16794,33824,7588,0,0,65332,11198,56500,8184,0,0,0,0,349110,1116.3,1168,329222,387934,296344,149594,293058,316316,360250,222290,118102,4296,0,0
neg,49098,na,176,174,0,0,0,0,0,0,373866,1323098,1310814,223898,10980,8,1415150,0,0,0,4748,9444,2942440,2606678,580006,268556,0,0,0,0,604,276,0,0,0,0,0,55272,876528,2024834,286030,0,4130,2524,5138,80208,1831352,1319210,102,0,0,0,863666,1016072,337956,231644,173508,131948,152668,314274,20928,0,3528018,66,210,134,20,1415150,34146,339918,237706,183200,250340,na,na,na,na,na,na,139060,49097.97,3528018,3528018,3491362,20390,36238,105764,1100660,3242664,1209600,90690,0,64,0,2895869.76,0,343788.48,0,0,0,0,48830,761806,1358462,918690,138600,13798,2372,106,648,658,3528018,na,5240,692,19960,198958,148258,1824258,1027532,17614,152,0,258,736,643912,82170,0,12418,0,74,2923234,2392,436,0,0,0,0,0,0,0,0,19746,40258,7668,0,0,113890,16892,7422620,998996,0,0,0,0,814170,1745.68,1682,370308,573468,520838,286136,594186,464846,218874,98710,111904,3394,0,0
neg,4,0,0,0,0,0,0,0,0,0,186,1342,3808,0,0,0,2518,0,134,0,0,0,14756,12860,10904,108,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5336,0,1850,10,12,14,66,3384,0,0,0,0,3722,196,56,236,624,422,80,0,0,0,25684,0,0,0,0,2518,134,9452,1376,na,na,na,na,na,na,na,na,10700,3.44,25684,25684,27024,33.0,102,2462,25480,5372,1209600,180,0,6,0,1450.56,0,2137.92,4,10,0,0,178,1084,3412,662,0,0,0,0,0,4,25684,0,1834,20,6,8,4,1270,1858,324,12,0,0,0,812,50,0,0,0,0,1618,50,64,0,0,0,0,0,0,0,0,150,0,0,0,0,30,6,1740,264,0,0,0,0,0,97.4,44,4062,1196,42,36,0,0,0,0,0,0,0,0
neg,38064,na,1146,974,0,0,0,0,0,0,2484,33140,1614652,1026532,74386,3212,1310690,0,0,0,0,0,2399054,2099456,525804,249898,0,0,0,0,4068,554,0,0,0,0,0,0,71038,2682148,1220,0,4380,2178,3244,267022,1869242,608180,158,2,0,0,1018534,714328,224958,153232,113636,89714,90824,348850,330,0,2925496,16,20,162,66,1310690,37526,247606,276600,199920,238860,na,na,na,na,na,na,81020,38063.11,2925496,2925496,2938596,17862,394,46502,499560,2754406,1209600,80844,0,202,0,2243745.6,0,507013.44,0,0,0,0,0,2568,421308,1714732,563714,44598,7104,382,1366,1380,2925496,na,6928,528,12252,319012,135272,1374328,884022,21848,216,0,1694,1924,2178892,85468,80,1190,0,0,2275554,2122,592,0,0,0,0,0,0,0,0,20948,26442,5386,0,0,55752,12186,453080,47706,0,0,0,0,9235130,1432.44,1432,528554,562886,307940,141858,307480,321000,204246,139188,235786,5468,0,0
neg,136,na,38,20,0,0,0,0,0,0,162,15250,6222,0,0,0,9064,0,172,0,0,0,26760,20280,13374,1326,0,0,0,0,20,96,0,0,0,0,0,0,0,11972,9662,0,1072,48,100,96,444,19874,0,0,0,0,16828,3340,564,280,64,30,70,384,74,0,40202,6,4,12,0,9064,566,6918,6336,na,na,na,na,na,na,na,na,12920,136.55,40202,40202,39400,61.0,272,3638,39660,21634,1209600,1356,0,8,0,12195.84,0,8386.56,28672,na,0,0,0,10990,9178,1436,30,0,0,0,0,4,40202,na,1094,26,364,1680,2932,15296,242,0,0,0,30,152,11484,816,0,32,0,0,13192,112,138,0,0,0,0,0,0,0,0,492,20,2,11784,2274,754,142,5460,954,5952,52,0,0,0,0,0,10100,6726,1422,362,776,476,210,1552,10,0,0,0
neg,5418,na,0,na,0,0,0,0,0,0,682,84804,235894,23384,0,0,156994,0,0,0,0,0,321320,299950,35664,14362,0,0,0,0,0,0,0,0,0,0,0,0,85210,131522,128032,0,2332,324,776,774,3624,331130,5804,0,0,0,189854,108524,28074,12682,4406,710,510,4,0,0,357062,0,2,602,138,156994,3748,16990,18520,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,34900,5418.05,357062,357062,356730,1049.0,3662,35216,356100,344764,1209600,0,na,na,na,299031.36,0,43331.52,na,na,0,0,168,31574,172884,134430,4222,1188,286,12,na,0,357062,na,1944,66,4214,26232,20970,238054,51712,1550,22,0,na,na,na,na,na,na,na,na,na,224,36,0,0,0,0,0,0,0,0,1710,1192,346,0,0,8270,1766,905000,91306,0,0,0,0,4418040,na,na,47726,39764,25966,15776,116134,99394,4,0,0,0,0,0
neg,5164,0,94,88,0,0,0,0,0,0,3578,229768,119052,100338,42144,89436,274422,0,30,0,0,0,527490,486308,103520,33936,0,0,11620,0,254,58,0,0,0,0,0,0,0,1798,582518,0,3264,268,452,1750,1890,575670,1022,0,0,0,195964,275872,43094,21440,11456,7816,6790,4438,2392,15054,631084,142,32,128,0,274422,6718,47410,55926,na,na,na,na,na,na,na,na,102820,5164.76,631084,631084,635662,2386,1586,62606,630060,584498,1209600,11002,0,32,0,274336.32,155317.44,151780.8,18,66,0,0,0,19550,177266,197768,122710,66530,480,12,12,18,631084,0,3196,68,83668,66836,139282,112682,173054,5222,308,0,74,72,270522,84106,0,730,0,0,276748,498,644,0,0,40,155922,0,0,0,0,2896,610,108,0,0,15244,1952,1040,2120,0,0,0,0,50410,202.42,164,312408,57364,30670,9438,11730,18962,24222,118090,1432,0,0,0
neg,42674,na,196,178,0,0,0,0,0,0,702,311848,1807062,538838,47894,10122,1384662,0,106,0,0,0,2258142,1831992,736186,345190,0,0,410,0,614,160,0,0,0,0,0,0,1433962,516584,765920,0,3958,1118,1792,170532,1741240,791988,156,10,18,5654,872106,541030,250822,199118,164192,147560,190180,351014,444,0,2994922,48,36,252,14,1384662,52494,408506,325566,261580,298020,na,na,na,na,na,na,170180,42674.95,2994922,2994922,2977018,20419.0,6992,51310,568600,2716466,1209600,73248,0,50,0,2437109.76,0,275283.84,0,0,0,0,0,4724,764280,1359222,546950,35408,5498,384,4,8,2994922,na,5864,638,63134,186860,119114,1995942,332754,12058,102,0,316,376,2194526,44304,0,56792,0,0,2469610,2146,156,0,0,0,0,0,0,0,0,32240,32534,7190,0,0,86912,14558,565140,82402,0,0,0,0,2674990,1711.12,1444,303802,494242,294980,158114,398514,450594,450064,149260,16884,12,0,0
neg,39016,na,1728,1482,0,0,0,0,0,0,11678,556228,1649650,303018,2940,0,1056994,0,0,0,0,0,2417900,2180260,347838,189888,0,0,0,0,1308,372,0,0,0,0,0,93678,1674056,646752,109028,0,1974,404,886,128672,2104680,286866,32,0,0,0,912124,496132,230796,186178,168224,183340,314860,31860,0,0,2766290,0,50,86,18,1056994,27710,223450,123806,153780,161840,na,na,na,na,na,na,27060,39015.66,2766290,2766290,2786026,13042,74854,31944,340280,2523514,1209600,101768,2,94,0,2167507.2,0,353448,0,0,0,0,0,69460,865250,1161258,388718,30236,7722,870,2362,2626,2766290,na,4124,642,13348,259964,216242,1739706,284044,5444,0,0,4196,976,2120388,1432,24,19590,0,16,2188158,2272,214,0,0,0,0,0,0,0,0,15272,41054,6846,0,0,88150,18820,112400,66046,0,0,0,0,0,1470.9,1240,378486,452120,327968,160424,306978,230836,178740,131578,319856,36528,0,0
neg,1936,na,102,96,0,0,0,0,0,0,72,87452,26034,804,0,0,49636,0,0,0,0,0,106338,96110,22616,7710,0,0,0,0,146,40,0,0,0,0,0,2618,87686,7570,16488,0,94,14,26,42,19592,94574,20,0,0,0,37476,53586,14012,7482,1702,68,24,12,0,0,128988,0,650,48,0,49636,1260,16820,5768,na,na,na,na,na,na,na,na,22300,1936.87,128988,128988,132356,410,0,12750,128700,114362,1209600,2224,2,2,0,102191.04,0,12073.92,0,0,0,0,0,59122,42518,11630,860,202,30,0,0,6,128988,na,172,30,48,7826,1648,29966,72432,2234,6,0,146,192,103044,63072,0,2,0,12,103120,122,60,0,0,0,0,0,0,0,0,634,328,122,0,0,1466,250,700,70,122656,10,0,0,936880,65.88,72,13180,12512,6720,3068,8146,70728,8,0,0,0,0,0
neg,38140,na,104,104,0,0,0,0,0,0,107772,1114028,1171862,328156,23124,2222,1187920,0,0,0,0,0,2378998,1977568,781862,331118,0,0,0,0,218,52,0,0,0,0,0,68406,1620634,902122,156002,0,1734,580,1036,71742,1833494,838548,30,0,0,0,1058466,642704,236668,187664,157968,139720,178708,143388,1878,0,3161488,60,90,250,18,1187920,36484,466846,310812,247120,312080,na,na,na,na,na,na,216500,38139.9,3161488,3161488,3146654,16091.0,368,69574,736040,2747164,1209600,82018,0,140,0,2256384,0,488904.96,0,0,0,0,2416,465838,1184822,869440,205958,15428,3052,210,4,10,3161488,na,4054,494,55732,235078,131890,1797026,511474,11290,126,0,162,122,2266178,4486,0,17734,0,68,2290210,1938,58,0,0,0,0,0,0,0,0,20536,36044,5790,0,0,84558,12872,29340,3788,0,0,0,0,0,1133.56,1166,516448,480850,423410,218860,391172,256460,174056,100462,170994,14452,0,0
