class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,14,0,28,20,0,0,0,0,0,0,742,3032,2214,0,0,0,2936,0,0,0,74,120,15390,13102,4852,728,0,0,0,0,10,34,0,0,0,0,0,0,0,0,5988,0,68,18,16,554,362,1086,3884,0,0,0,4764,360,96,70,42,24,12,348,104,168,20326,4,24,22,0,2936,150,2720,2104,na,na,na,na,na,na,na,na,4740,13.74,20326,20326,20644,23.0,0,1918,20160,6024,1209600,300,2,4,0,2305.92,0,2775.36,4,22,0,0,640,2518,1830,318,682,0,0,0,0,6,20326,0,976,12,18,148,38,130,4130,526,10,0,48,78,2666,356,0,0,0,0,2672,64,42,0,0,0,0,0,0,0,0,154,0,0,1354,274,20,10,7220,712,20144,8,0,0,0,94.36,48,3790,1732,412,24,30,0,0,0,0,0,0,0
neg,8,0,14,14,0,0,0,0,0,0,6,4396,3126,0,0,0,3480,0,0,0,0,0,15082,11120,63684,362,0,0,0,0,12,0,0,0,0,0,0,0,0,838,6690,0,182,98,112,528,638,4482,1488,0,0,0,6116,458,162,106,48,50,316,44,150,78,78806,0,6,2,0,3480,250,61356,2148,na,na,na,na,na,na,na,na,63380,8.43,78806,78806,82842,27.0,0,7704,78400,7590,1209600,430,4,4,0,2928,279.36,3487.68,4,26,0,0,0,2990,3174,760,604,0,0,0,4,4,78806,0,950,26,12,8,488,1490,3534,978,42,0,20,0,3518,172,0,120,0,0,3690,48,148,0,0,40,43632,0,0,0,0,278,0,0,328,68,42,20,6360,638,0,18,0,0,0,0.96,54,4886,2414,66,14,36,112,0,0,0,0,0,0
neg,79004,na,2130706432,9774,0,0,0,0,0,0,34704,2186586,4169264,2786414,200948,28,4256364,81958,56,0,0,0,6321332,3096124,4010592,2955628,0,0,504540,0,28982,4146,0,0,0,0,0,0,2215532,7162412,0,0,8532,3794,4366,6318,106254,9240378,8290,12,0,0,3937316,1648988,710240,542260,416120,344034,503412,1238592,36970,12,10333882,0,10396,4412,50,4256364,213874,1408250,2584206,523960,467860,486780,457960,415960,454540,429160,431240,318100,79004.3,10333882,10333882,10311846,69792,9528,44262,633380,9377944,1209600,427724,2,292,0,7245579.84,153247.68,1969197.12,0,2158,0,0,0,37294,1294822,3984000,3327916,662846,66566,4500,2754,2826,10333882,na,19772,2862,1207442,699664,613946,5205632,1600000,28356,270,0,19988,9738,7169506,1419120,0,30134,0,24,7338226,17816,1132,0,0,630,154792,0,0,0,0,172220,26198,9470,0,0,170790,37422,10090180,1151216,0,0,0,0,49004230,5420.98,5994,2209484,3633410,2031636,954358,355920,189038,4064,34,0,0,0,0
neg,62644,na,800,632,0,0,0,0,0,0,97454,1585772,1965682,265248,30476,586,1821946,664,0,0,0,0,3591136,3168096,814512,358320,0,0,0,0,2272,764,0,0,0,0,0,0,1788950,1565776,590492,0,2158,518,842,102188,2628958,1199406,11148,0,0,0,1243166,1036372,421876,283774,200574,161042,224500,372540,1374,0,4406198,886,8292,12114,18,1821946,50806,550348,263178,221100,186680,268120,na,na,na,na,na,132640,62644.91,4406198,4406198,4409980,25836,736496,73808,770740,3945218,1209600,87114,0,142,0,3356685.12,0,586328.64,0,0,0,0,0,313452,1785782,1640250,188428,13972,3282,52,6,0,4406198,na,4550,580,34840,385202,125190,2118448,1234588,41284,536,0,984,2126,97296,573108,0,159910,50,70,3391464,2596,220,0,0,0,0,0,0,0,0,24386,42514,11644,0,0,123542,27844,7055180,2190252,0,0,0,0,4243030,1464.78,1354,624316,466244,311062,201242,630094,984360,491120,222268,14512,0,0,0
neg,95164,na,na,na,na,na,0,0,0,0,69554,2585158,3614076,481884,16060,952,2780344,0,152,na,0,146,5244062,4286738,1929752,910014,na,0,8396,0,na,na,0,0,0,0,0,303526,2941944,1085034,2437180,0,8428,7364,17208,31672,2932884,3762672,7454,2,0,0,2083582,957966,410300,375110,294508,280230,788366,1431398,143918,2306,7175332,na,na,na,na,2780344,116564,1013734,906568,352040,311860,297320,319560,278320,0,0,0,341100,95163.61,7175332,7175332,na,61944,na,na,1105500,na,1209600,na,na,na,na,6017510.4,0,744109.44,na,na,0,0,1640,931298,3863108,1714248,202652,44904,9394,440,na,na,7175332,na,7554,1194,263390,202956,414650,5156278,694970,26672,20,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,74820,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,779864,1447292,1013228,504356,1966404,1039048,11016,3740,2726,10,na,na
neg,36092,na,na,na,0,0,0,0,0,0,1640,529052,1530438,242822,1484,0,1371144,0,0,na,0,0,2030310,1761286,561166,230376,0,0,0,0,0,0,0,0,0,0,0,48086,1249722,140428,867200,0,3808,2062,3802,9614,985532,1299536,1080,2,0,0,927886,385072,210770,151404,143252,324020,158184,4848,0,0,2591732,0,630,426,238,1371144,36528,360568,197028,168780,362060,0,0,0,0,0,0,25500,36092.02,2591732,2591732,na,14524,337880,na,167820,na,1209600,0,na,na,na,2038902.72,0,262309.44,na,na,0,0,0,96912,1102132,956660,133926,12396,3210,200,na,0,2591732,na,3420,378,123332,112646,129802,1679716,251418,4722,2,0,na,na,na,na,na,na,na,na,na,1918,154,na,na,na,na,na,na,na,na,20434,32160,8852,0,0,93612,15598,1815180,1259902,0,0,0,0,na,na,na,282666,353034,309764,171986,345614,381406,296208,121350,43408,0,0,0
neg,1183326,na,na,na,na,na,0,0,0,0,314244,14160472,48400384,16289254,193440,2106,28880632,3968,432,na,0,0,66360294,59663874,14243254,6367710,na,0,17808,0,na,na,0,0,0,580,4904380,38477698,24671090,10713964,592188,0,67298,65910,105884,204314,17393708,61432758,82734,6800,484,10,20580236,20662616,7074714,6164776,5856132,6394278,7823386,4387694,406962,9106,80615818,na,na,na,na,28880632,780150,6906108,7305806,276140,283980,364560,277300,251220,241420,269540,200160,150340,1183326.59,80615818,80615818,80945500,546824,na,na,609100,79359900,1209600,na,na,na,na,72139272,0,7181718.72,0,0,0,0,18676,6478158,38169410,31123006,3132258,361370,75694,1328,na,na,80615818,na,68154,15116,4784834,3553216,26871996,42171406,1884686,10480,12,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,415190,na,na,na,na,na,na,na,na,na,na,na,na,na,25716.66,35806,7571958,18111922,12722156,6281608,14419936,8591948,4773438,2448160,3930158,508616,na,na
neg,9962,0,496,476,0,0,0,0,0,4144,430786,768238,380334,101276,15880,62,731092,2218,112,0,33584,50060,1881760,1712934,276012,165182,0,0,0,0,114,200,0,0,0,0,0,0,42022,1526046,132652,0,4354,450,542,506,518,18436,1638120,33740,4054,0,1233498,212028,88538,50684,33496,25658,20012,16110,9826,10870,2191648,342,238,890,4,731092,19028,72026,203456,159420,na,na,na,na,na,na,na,113580,9961.88,2191648,2191648,1997324,4224,292,96362,977980,1702474,1209600,69440,48,136,0,773433.6,910608,160948.8,294,1196,0,282,136346,378098,647316,338688,115190,50374,26336,8090,374,388,2191648,0,3286,752,75970,326458,371744,526816,381598,14042,54,0,476,364,797398,86734,0,2740,0,0,801650,4206,174,0,0,0,0,0,0,5081550,1531310,11030,1950,460,0,0,51106,7952,2276740,229436,0,0,0,0,0,2090.54,2012,968392,300100,165894,74202,75526,22488,38430,55444,228,16,0,0
neg,236140,na,na,na,na,na,0,0,5188,885700,5219326,6260874,2450136,306208,35168,314,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,1496,1916,29354,375640,5333992,9420516,0,33116,19622,41214,73708,8852704,6142334,216,0,0,0,2824022,3412076,3292330,2357388,1169022,611244,414634,362926,297874,421398,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,236140.1,na,na,na,78982,na,na,na,na,na,na,na,na,na,12265676.16,0,2886217.92,na,na,0,121800,1664556,4477174,5499486,2918282,441258,36454,3784,120,na,na,na,na,17298,3516,910158,1428614,927824,10888228,963878,23396,2,0,1512,6878,10989834,4287290,476,18938,0,0,11227150,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3033500,2183842,963580,377334,699494,1090606,2517850,4242482,54226,0,na,na
neg,29356,na,0,na,0,0,0,0,0,0,476,121412,1541466,334302,2730,0,958234,0,136,0,0,0,1750052,1533214,329236,175540,0,0,0,0,0,0,0,0,0,0,0,16286,695400,1234566,54134,0,2370,2692,2236,7332,754328,1230094,1334,0,0,0,753164,294450,204638,163738,138630,129062,171882,128544,15978,300,2079686,874,996,1576,72,958234,29122,174016,154526,187460,1310700,1310700,1310700,1310700,1310700,1310700,1310700,137760,29355.45,2079686,2079686,2050154,13598,187390,83814,865400,2000386,1209600,0,na,na,na,1798506.24,0,198163.2,na,na,0,0,0,14912,809120,1021862,141468,10596,2310,118,na,0,2079686,na,1644,360,77698,107486,227720,1515354,68658,1456,10,0,na,na,na,na,na,na,na,na,na,1254,120,0,0,0,0,0,0,0,0,17250,16658,3212,0,0,66698,11216,6225000,758666,0,0,0,0,28292370,na,na,208914,426104,316120,179170,360596,297080,138206,61034,12688,474,0,0
neg,17166,na,870,658,0,0,na,na,na,na,na,na,na,na,na,na,603922,0,0,0,0,0,1166056,1024354,286712,112864,0,0,2844,0,3510,280,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1453038,368,532,238,0,603922,17036,153550,132112,236420,na,na,na,na,na,na,na,47580,17165.04,1453038,1453038,1632836,na,700,22226,240580,1322794,1209600,36658,0,68,0,1098522.24,0,223179.84,0,0,na,na,na,na,na,na,na,na,na,na,70,76,1453038,na,na,na,na,na,na,na,na,na,na,na,1252,1146,1091758,133936,0,1992,0,0,1120146,1184,214,0,0,0,0,0,0,0,0,9982,7416,1816,0,0,35604,5538,67580,7242,0,0,0,0,1195720,482.3,616,na,na,na,na,na,na,na,na,na,na,0,0
neg,44728,na,282,238,0,0,0,0,0,0,9222,543886,2003736,230428,13676,120,1281670,0,0,0,0,0,2444360,2004768,815146,362370,0,0,0,0,252,428,0,0,0,0,0,39388,1433920,566468,761292,0,3214,630,1380,210654,1890414,694664,112,0,0,0,1160328,484750,224030,143660,116422,417308,254570,0,0,0,3260342,1946,28436,3054,2,1281670,49792,602222,210534,298480,235460,na,na,na,na,na,na,273540,44727.48,3260342,3260342,3259380,18510,1274,78962,831400,2801068,1209600,89806,0,166,0,2529255.36,0,268559.04,0,0,0,0,0,101344,1072232,1447548,162340,13148,4100,356,0,44,3260342,na,5686,594,78108,145708,106950,1947466,501890,14612,54,0,244,440,2473186,1136960,32,24714,0,0,2554296,2070,148,0,0,0,0,0,0,0,0,29210,30744,7772,0,0,46628,10180,101540,14188,0,0,0,0,2057370,1240.72,1378,291268,472262,378504,208396,444770,350314,297762,243810,113982,0,0,0
neg,82160,na,2004,1922,0,0,0,0,0,0,76196,2350290,2837608,623786,34310,0,2676666,54344,0,0,0,0,5223922,4627108,870814,519318,0,0,2202,0,1884,664,0,0,0,0,0,54756,3473668,1432116,961650,0,4324,1004,1954,45398,3593206,2266852,9450,2,0,0,2479644,1159918,639206,440492,335804,314746,452364,100016,0,0,6095914,0,128,1484,80,2676666,73580,303700,565768,164280,156280,183980,158460,187900,na,na,na,9320,82159.9,6095914,6095914,6121614,25186,8228,119520,36280,5922190,1209600,208144,2,86,0,4652395.2,0,1262007.36,0,0,0,0,798,490708,2347232,2413042,594152,58542,15804,1912,272,308,6095914,na,9324,1280,110144,808458,501634,3892256,591228,7866,0,0,2454,1600,4661592,178568,0,192,0,24,4723528,4284,336,0,0,0,0,0,0,0,0,35352,47832,27260,0,0,172052,58456,8800100,899716,0,0,0,0,61572900,2090.5,2428,1347230,1091470,523546,256802,570062,524600,518288,464332,605644,20216,0,0
neg,1960,na,0,na,0,0,0,0,0,0,18856,46642,49890,0,0,0,55442,0,134,0,0,0,132648,124784,18916,4402,0,0,0,0,0,0,0,0,0,0,0,2924,80280,5464,26720,0,1360,100,144,318,762,112126,578,0,0,0,54398,41662,11452,6288,868,232,334,154,0,0,151616,2,20,1002,8,55442,920,11998,6822,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,18540,1960.6,151616,151616,na,386,3692,14948,151240,na,1209600,0,na,na,na,105554.88,0,8431.68,na,na,0,0,1472,48068,63028,1926,726,154,14,0,na,0,151616,na,1350,18,2954,3648,6192,89710,10778,738,0,0,na,na,na,na,na,na,na,na,na,118,54,0,0,0,0,0,0,0,0,564,476,172,0,0,1640,332,364760,39058,0,0,0,0,960580,na,na,10738,12308,8350,5822,27470,50534,158,8,0,0,0,0
neg,69372,na,2704,2502,0,0,0,0,0,0,4336,568652,3762874,1967494,246274,34390,3032372,15374,0,0,0,0,4839964,3041208,2357160,1611690,0,0,56454,0,16264,1420,0,0,0,0,0,366866,1795836,4420524,794,0,6576,2664,4518,163720,3932612,2470276,3654,0,0,0,2819794,1392194,446672,329308,271940,234128,381916,707874,194,0,7198664,242,100,218,30,3032372,124812,758080,1587014,436840,386560,374280,408480,392060,na,na,na,340760,69372.3,7198664,7198664,7128272,41707.0,36872,99396,1132480,6584020,1209600,172732,2,152,0,4571251.2,0,2005748.16,0,0,0,0,0,59864,1280088,3706272,1432178,91548,12840,1230,328,340,7198664,na,13518,1650,80188,928904,602384,2432272,2471862,52814,428,0,3494,3906,2856016,14614,0,70,0,14,4613592,8026,832,0,0,0,0,0,0,0,0,85632,35542,10864,0,0,128498,19970,12638400,5171942,0,0,0,0,9372320,3478.84,3874,2045940,1874008,620706,191662,357290,281894,273144,231510,646624,61242,0,0
neg,38042,na,264,140,0,0,0,0,0,0,116,285434,1581522,588820,34664,0,1048624,0,0,0,0,0,2168940,1820308,422284,299162,0,0,0,0,208,78,0,0,0,0,0,24118,1163574,565718,737146,0,1656,870,1170,173736,1894004,418718,402,0,0,0,865730,643474,253024,175220,152336,291312,109460,0,0,0,2591632,0,42,218,48,1048624,28822,190214,228046,195760,197720,na,na,na,na,na,na,23740,38041.48,2591632,2591632,2591218,14831.0,4078,11314,167020,2490556,1209600,74948,2,52,0,2105112,0,359902.08,0,0,0,0,0,26122,689760,1108380,605050,55362,5200,682,38,46,2591632,na,3540,552,120160,200488,98370,1558006,491182,18116,142,0,172,164,2014676,55110,0,12436,0,64,2141368,1792,178,0,0,0,0,0,0,0,0,17418,34288,7230,0,0,85204,15672,285880,86838,0,0,0,0,307870,964.22,1000,378122,430824,277904,144768,319906,314372,263308,168412,188308,4632,0,0
neg,34922,na,1212,1026,0,0,0,0,0,0,570,440980,1636228,174494,9084,1598,1037010,0,0,0,0,0,1939438,1594568,654132,288346,0,0,0,0,2598,454,0,0,0,0,0,25986,485920,902206,848842,0,2388,2580,7686,55094,1293908,899024,2222,44,8,0,755206,607058,221542,147390,110442,92464,109646,219068,138,0,2594182,138,438,280,8,1037010,37190,426858,223538,221940,398320,na,na,na,na,na,na,27940,34921.64,2594182,2594182,2388180,14361.0,21400,13248,169000,2262954,1209600,79690,0,114,0,1944185.28,0,316819.2,0,0,0,0,0,14424,807792,1204772,217536,14836,3400,194,642,660,2594182,na,3920,480,41550,173186,94854,1407532,529410,11660,362,0,1764,1396,1748906,36062,32,7666,0,0,1958624,1380,110,0,0,0,0,0,0,0,0,20184,37070,7078,0,0,89714,17226,548880,162978,0,0,0,0,32481900,1061.38,1090,332630,395988,328986,201198,412060,325874,177444,62460,26198,116,0,0
neg,980,0,8,8,0,0,0,0,452,24344,28330,3220,1008,0,0,0,15496,0,0,0,13478,17702,40890,49202,18322,1350,0,0,0,0,24,12,0,0,0,0,0,0,0,51500,5854,0,226,28,10,1018,76,32140,20932,2924,0,0,15948,9418,9036,11444,5672,3100,1460,746,288,242,72736,58,48,50,0,15496,398,12112,5906,na,na,na,na,na,na,na,na,17960,979.29,72736,72736,73038,271.0,0,7106,72380,57422,1209600,1190,2,4,0,49519.68,0,6794.88,0,20,448,500,11278,6358,28576,10064,128,2,0,0,4,14,72736,0,1228,26,82,1152,990,36224,17016,636,0,0,8,16,50206,20200,0,2,0,0,50208,100,112,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,209.66,76,8216,4920,4290,3048,9278,10412,5728,11462,0,0,0,0
neg,59136,na,72,72,0,0,0,0,0,0,6522,407446,2592524,906058,34792,124,2030180,0,0,0,282,640,3726608,3432640,411928,170906,0,0,0,0,420,74,0,0,0,0,0,0,113720,3832130,1616,0,6136,1848,2880,3248,805098,3082976,45280,0,0,0,1730026,802338,390080,287220,235744,200978,167360,130996,2724,0,4140370,0,32,148,4,2030180,36152,125184,283836,93720,98740,163780,na,na,na,na,na,42020,59136.5,4140370,4140370,4075274,15974,2170,43242,494100,3947466,1209600,138524,624,42,0,3350238.72,0,588598.08,0,0,0,0,1462,57818,1330700,1799102,659284,83280,15724,96,26,30,4140370,na,7188,1206,3798,237240,195630,1122926,2286662,92810,6,0,106,382,2991390,44682,0,188,0,0,3039056,4300,218,0,0,0,0,0,0,0,0,22032,51806,9204,0,0,158796,21638,26880,5016,0,0,0,0,1397870,2750.12,3156,632862,974052,300640,130950,265694,261180,253126,290698,813094,25170,0,0
neg,32372,na,1042,830,0,0,0,0,0,0,54038,1536544,2154044,539886,79406,28914,2103862,0,250,0,0,0,3853106,3166906,939018,459984,0,0,68684,0,10874,1096,0,0,0,0,0,2266,1028820,3339994,21752,0,9714,1034,2484,4692,36788,4338090,30,0,0,0,2303568,772982,287918,217278,200290,167052,157454,282688,3602,0,4795232,0,204,598,438,2103862,75540,359472,576446,210580,255340,248900,na,na,na,na,na,199260,32372.76,4795232,4795232,4764524,21823.0,115858,100562,1133780,4392928,1209600,133492,194,258,0,3151197.12,0,1232022.72,8,996,0,0,158,173600,1713580,2083158,352406,53918,15404,608,336,1608,4795232,na,19700,2522,235702,774902,342056,1707064,1277662,32900,324,0,1508,3330,1267572,168956,0,92564,136,0,3242920,11304,278,0,0,0,0,0,0,0,0,54600,14046,2712,0,0,112270,16220,7427020,1121108,0,0,0,0,2372760,6242.48,5618,1278060,1907432,317640,156010,367164,228092,113066,21978,3390,0,0,0
neg,14,0,16,16,0,0,0,0,0,0,2,7316,3130,0,0,0,4006,0,0,0,0,0,13244,9942,4068,1284,0,0,0,0,44,82,0,0,0,0,0,0,0,1178,9270,0,70,26,20,1196,56,9066,14,0,0,0,8780,596,192,82,44,184,364,70,60,76,17318,4,0,2,0,4006,242,896,3098,na,na,na,na,na,na,na,na,3820,14.27,17318,17318,18526,28,0,1572,17120,10504,1209600,420,2,2,0,2965.44,0,6312.96,0,10,0,0,0,4256,4368,1656,168,0,0,0,16,20,17318,0,1278,16,18,12,854,2124,5346,732,68,0,12,206,3314,2,0,0,0,0,3314,68,68,0,0,0,0,0,0,0,0,226,0,0,0,0,120,38,4160,416,0,6,0,0,0,1.02,50,7764,2446,126,46,20,16,16,14,0,0,0,0
neg,28,na,2130706436,14,0,0,0,0,0,0,76,0,10012,442,0,0,4030,0,0,0,0,0,13738,10962,7530,1302,0,0,0,0,58,14,0,0,0,0,0,0,10530,0,0,0,70,6,34,24,2664,7732,0,0,0,0,9102,1078,252,70,16,4,6,2,0,0,21292,0,4,2,0,4030,248,4358,3152,na,na,na,na,na,na,na,na,7420,27.63,21292,21292,24756,17.0,316,2002,21120,10530,1209600,694,2,2,0,4953.6,0,5525.76,0,0,0,0,0,0,8200,2190,140,0,0,0,2,6,21292,na,128,8,28,1540,526,3582,3890,734,94,0,32,22,5550,30,0,30,0,50,5830,60,32,0,0,0,0,0,0,0,0,156,0,0,0,0,440,88,5100,1926,0,0,0,0,0,49.32,36,6050,3930,456,44,42,8,0,0,0,0,0,0
neg,10,0,6,4,0,0,0,0,0,0,1572,1820,1918,0,0,0,1610,0,0,0,78,312,4100,1680,8142,904,0,0,0,0,24,2,0,0,0,0,0,0,0,512,4798,0,96,8,0,588,278,452,3888,0,0,0,4194,330,106,56,158,30,326,90,20,0,12338,0,0,0,0,1610,136,5974,2132,na,na,na,na,na,na,na,na,7960,9.95,12338,12338,14666,26,0,1130,12140,5350,1209600,248,2,10,0,2034.24,0,2415.36,0,12,0,0,1582,1122,1762,506,338,0,0,0,2,6,12338,0,918,6,38,20,578,3384,366,0,0,0,10,2,2534,44,0,0,0,0,2534,94,36,0,0,0,0,0,0,0,0,166,0,0,0,0,28,12,3140,320,0,0,0,0,0,111.98,40,3510,1558,118,56,28,16,14,10,0,0,0,0
neg,1360,na,2130706444,126,0,0,0,0,0,0,106,11612,27440,44716,160,0,35678,0,0,0,0,0,79982,72230,10506,5004,0,0,0,0,206,44,0,0,0,0,0,618,83224,192,0,0,154,40,62,62,3176,80540,0,0,0,0,41738,28894,8866,3328,770,282,118,38,0,0,90510,2,6,420,2,35678,802,4420,6040,na,na,na,na,na,na,na,na,10220,1360.98,90510,90510,92120,287.0,328,8856,90220,84034,1209600,1892,2,4,0,72806.4,0,11122.56,0,22,0,0,0,8282,18318,54242,2968,206,18,0,0,4,90510,na,208,20,84,4592,1382,7384,66274,3898,192,0,172,206,73736,49290,0,26,0,10,74088,104,52,0,0,0,0,0,0,0,0,486,198,310,0,0,1020,240,29160,2908,0,0,0,0,360990,109.6,72,12196,9980,3362,1808,8442,46950,1066,96,134,0,0,0
neg,14,0,8,4,2,2,0,0,0,0,3864,2004,2332,0,0,0,2908,0,170,0,1152,2110,11400,10044,12584,668,0,0,0,0,12,2,0,0,0,0,0,0,0,0,8200,0,1206,6,16,10,14,3944,1630,1374,0,0,6618,304,76,294,546,136,152,62,10,2,25156,0,4,2,0,2908,166,9720,2808,na,na,na,na,na,na,na,na,12420,13.09,25156,25156,25900,35.0,0,2390,25000,8242,1209600,304,0,6,0,2472.96,158.4,4487.04,0,12,0,0,3786,1614,2220,516,34,30,0,0,4,12,25156,0,1202,12,12,454,160,778,5014,534,34,0,8,4,1784,80,0,0,0,0,2888,48,42,0,0,20,166,0,0,0,0,172,0,0,2740,582,62,28,1400,140,6686,74,0,0,0,106.46,46,5988,1844,52,38,156,90,24,8,0,0,0,0
neg,85624,na,na,na,na,na,0,0,0,4524,1142030,2771844,1458584,306280,41518,0,2146906,0,0,na,10866,19114,4581302,3970378,2072446,577138,na,0,0,0,na,na,0,0,0,0,0,16220,448884,4373184,886492,0,7602,4244,5916,11090,3691728,2004198,2,0,0,0,1275898,1319302,899180,598772,387418,290762,236716,248086,217290,251356,6664746,na,na,na,na,2146906,90834,1281116,788972,397180,380240,379700,421540,267140,0,0,0,216880,85623.66,6664746,6664746,na,31802,na,na,609740,na,1209600,na,na,na,na,4613698.56,202787.52,905256.96,na,na,0,0,54308,1188170,2473994,1688598,293232,23892,2488,98,na,na,6664746,na,5108,852,378582,625898,634800,3637260,438056,4224,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,37646,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1143142,806088,745794,269604,446076,368718,335504,1564104,45750,0,na,na
neg,40242,na,2130706432,796,0,0,0,0,0,0,4512,860960,1415022,141298,3036,0,1036410,0,0,0,0,0,2112992,1748128,468240,297920,0,0,0,0,664,144,0,0,0,0,0,6,1840862,583770,190,0,2454,914,1314,14024,1498342,907502,278,0,0,0,763494,593986,142218,101188,77288,66998,105968,571802,1886,0,2582368,16,14,1276,12,1036410,33216,222624,243706,215620,216060,na,na,na,na,na,na,26500,40242.88,2582368,2582368,2571612,19218,672,9658,152280,2424828,1209600,79866,2,114,0,2105361.6,0,316831.68,0,0,0,0,0,178598,1125070,996688,98616,20034,5664,158,6,12,2582368,na,6476,806,99144,137978,116754,1288974,760442,14232,22,0,1266,328,2093856,57212,0,62,0,72,2131702,2326,224,0,0,0,0,0,0,0,0,22472,44732,13884,0,0,62676,10626,4426540,452700,0,0,0,0,39242720,1555.36,1856,340512,515970,217780,96272,170848,168774,118894,111090,557144,127544,0,0
neg,2246,na,98,66,0,0,0,0,0,0,59676,105854,57138,2230,0,0,86836,0,0,0,1696,4446,198848,172838,51742,15664,0,0,0,0,116,64,0,0,0,0,0,0,0,18202,206696,0,1554,422,1118,5524,26518,185628,4134,0,0,0,120614,78442,21246,2392,810,448,312,612,22,0,252462,2,0,96,0,86836,2968,20488,30656,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,50520,2245.37,252462,252462,249492,656,0,24296,251060,224898,1209600,6102,0,42,0,128075.52,0,95573.76,na,na,0,0,29122,115610,72248,7130,654,122,12,0,30,44,252462,na,1276,58,9170,28656,50164,130204,5370,0,0,0,94,186,129426,8310,0,34,0,0,131680,338,106,0,0,0,0,0,0,0,0,1772,66,12,96722,20656,5840,1192,1580,176,164672,122,0,0,0,na,na,98486,29782,19644,6326,8652,9242,7862,44886,18,0,0,0
neg,680,na,46,na,0,0,0,0,0,0,38454,43410,3906,0,0,0,34792,0,0,0,2258,5016,63648,41346,78594,10198,0,0,0,0,86,18,0,0,0,0,0,0,0,17100,68670,0,2420,1100,1432,2704,2606,75508,0,0,0,0,52054,16006,9370,4434,1492,644,422,1084,254,10,144662,6,8,56,2,34792,1748,48102,29938,na,na,na,na,na,na,na,na,77120,680.69,144662,144662,137872,321.0,708,13364,143100,85770,1209600,0,na,na,na,45801.6,6166.08,32080.32,na,na,0,0,18162,58830,6444,1792,374,168,0,0,na,0,144662,na,1438,80,3626,5090,8382,64816,2338,0,0,0,na,na,na,na,na,na,na,na,na,374,96,0,0,60,27166,0,0,0,0,1638,82,16,35378,11994,1482,502,128780,14536,7312,54,0,0,0,na,na,40834,17074,5222,1606,3348,3044,3286,11248,108,0,0,0
